dataset_number,r_mm_mean,theta_mean,r_mm_std,theta_std,Delta_r_mm,Delta_theta,Delta_t_s,IB_duration_s
7,24.561,2.4277,0.000,-0.0000,-0.087,0.0339,0.040,0.040
7,24.474,2.4616,0.115,0.0066,-0.165,0.1131,0.120,0.320
7,24.309,2.5747,0.000,-0.0000,0.074,0.0320,0.040,0.040
7,24.384,2.6067,0.071,0.0063,-3.106,0.1690,0.160,0.360
7,21.278,2.7758,0.130,0.0146,3.840,0.0189,0.120,0.280
7,25.118,2.7947,0.066,0.0057,-0.066,0.1196,0.120,0.160
7,25.052,2.9143,0.089,0.0028,-0.117,0.0155,0.040,0.120
7,24.935,2.9299,0.000,-0.0000,0.141,0.1073,0.120,0.040
7,25.076,3.0372,0.060,0.0063,-0.163,0.2594,0.240,0.160
7,24.913,-2.9865,0.089,0.0103,0.496,-0.0312,0.040,0.200
7,25.408,-3.0178,0.004,0.0027,-0.003,0.0918,0.080,0.080
7,25.405,-2.9260,0.002,0.0016,-0.037,0.0029,0.040,0.080
7,25.368,-2.9231,0.070,0.0056,-0.394,-0.2627,0.200,0.200
7,24.975,3.0974,0.030,0.0032,-7.753,-0.1942,0.320,0.120
7,17.222,2.9032,0.065,0.0066,3.375,-0.2322,0.200,0.160
7,20.597,2.6710,0.023,0.0043,0.474,-0.0452,0.040,0.080
7,21.071,2.6259,0.151,0.0104,3.301,0.0293,0.200,0.240
7,24.373,2.6552,0.087,0.0015,0.670,0.0437,0.040,0.200
7,25.043,2.6989,0.132,0.0069,0.007,0.1053,0.160,0.280
7,25.050,2.8042,0.048,0.0017,0.154,0.1930,0.240,0.080
7,25.204,2.9972,0.039,0.0075,0.126,-0.0059,0.120,0.240
7,25.330,2.9914,0.120,0.0045,-1.643,-0.2473,0.200,0.120
7,23.687,2.7441,0.090,0.0026,1.277,0.0197,0.080,0.200
7,24.964,2.7638,0.192,0.0031,0.183,-0.0508,0.080,0.160
7,25.147,2.7130,0.142,0.0038,-7.917,-0.2039,0.280,0.200
7,17.229,2.5091,0.018,0.0093,-0.386,-0.0529,0.040,0.080
7,16.843,2.4562,0.076,0.0175,1.301,-0.2448,0.200,0.280
7,18.144,2.2114,0.050,0.0009,0.065,-0.0289,0.040,0.080
7,18.209,2.1826,0.000,-0.0000,0.020,-0.0122,0.040,0.040
7,18.229,2.1703,0.000,-0.0000,-5.155,-0.1465,0.240,0.040
7,13.074,2.0238,0.068,0.0012,-0.425,-0.0577,0.040,0.080
7,12.649,1.9661,0.064,0.0115,-1.575,-0.3344,0.160,0.120
7,11.075,1.6317,0.000,-0.0000,-0.149,-0.0575,0.040,0.040
7,10.926,1.5742,0.122,0.0141,-2.864,-0.3360,0.200,0.160
7,8.062,1.2382,0.053,0.0200,-0.040,-0.1236,0.040,0.120
7,8.022,1.1145,0.049,0.0333,0.724,-0.3725,0.160,0.280
7,8.746,0.7421,0.084,0.0146,6.165,0.0521,0.200,0.160
7,14.911,0.7942,0.034,0.0007,1.220,-0.0045,0.040,0.080
7,16.131,0.7896,0.284,0.0050,1.960,0.3243,0.200,0.320
7,18.091,1.1139,0.276,0.0112,-0.553,0.2044,0.160,0.480
7,17.538,1.3183,0.000,0.0000,0.401,0.0236,0.040,0.040
7,17.939,1.3420,0.026,0.0077,0.240,0.0277,0.040,0.080
7,18.180,1.3697,0.070,0.0071,0.043,0.1824,0.160,0.200
7,18.222,1.5521,0.076,0.0089,0.141,0.0444,0.040,0.160
7,18.363,1.5965,0.001,0.0043,2.103,-0.2354,0.240,0.080
7,20.467,1.3611,0.091,0.0033,0.496,0.1994,0.120,0.360
7,20.962,1.5605,0.158,0.0036,0.156,0.2014,0.200,0.280
7,21.118,1.7619,0.124,0.0037,2.449,0.0755,0.160,0.160
7,23.567,1.8374,0.114,0.0076,0.686,0.1275,0.120,0.200
7,24.253,1.9649,0.048,0.0084,0.067,0.1470,0.160,0.200
7,24.319,2.1119,0.000,0.0000,-0.058,0.0219,0.040,0.040
7,24.262,2.1338,0.034,0.0043,-0.771,0.1650,0.200,0.160
7,23.490,2.2989,0.067,0.0033,0.041,0.0314,0.040,0.120
7,23.531,2.3302,0.072,0.0045,-0.131,0.2233,0.200,0.360
7,23.400,2.5535,0.126,0.0091,1.408,0.0166,0.080,0.280
7,24.809,2.5701,0.028,0.0090,0.156,0.0384,0.040,0.160
7,24.965,2.6085,0.054,0.0041,-0.068,0.1092,0.160,0.200
7,24.897,2.7177,0.055,0.0058,-0.331,-0.1769,0.160,0.320
7,24.565,2.5407,0.182,0.0023,-7.852,-0.2114,0.240,0.160
7,16.714,2.3293,0.031,0.0007,0.016,-0.0586,0.040,0.080
7,16.730,2.2708,0.074,0.0084,3.674,-0.2224,0.240,0.160
7,20.404,2.0484,0.000,-0.0000,0.381,-0.0237,0.040,0.040
7,20.785,2.0247,0.000,0.0000,0.959,-0.0320,0.040,0.040
7,21.744,1.9927,0.257,0.0086,2.625,0.0517,0.120,0.160
7,24.368,2.0444,0.145,0.0058,-8.921,-0.1545,0.240,0.280
7,15.448,1.8899,0.060,0.0056,-2.159,-0.3170,0.200,0.160
7,13.288,1.5729,0.037,0.0196,3.406,-0.1816,0.200,0.160
7,16.695,1.3913,0.000,-0.0000,0.179,-0.0221,0.040,0.040
7,16.874,1.3692,0.013,0.0050,0.363,-0.0108,0.040,0.080
7,17.237,1.3584,0.000,-0.0000,-2.673,-0.2558,0.160,0.040
7,14.564,1.1026,0.075,0.0139,0.255,-0.0431,0.040,0.160
7,14.819,1.0595,0.082,0.0042,-0.309,-0.1366,0.080,0.120
7,14.510,0.9229,0.000,-0.0000,0.505,-0.0477,0.040,0.040
7,15.015,0.8752,0.138,0.0063,-0.020,-0.0246,0.040,0.080
7,14.995,0.8506,0.065,0.0082,-1.783,-0.2385,0.120,0.200
7,13.212,0.6121,0.040,0.0161,5.044,-0.1350,0.200,0.240
7,18.257,0.4771,0.224,0.0063,-1.824,-0.1954,0.120,0.320
7,16.433,0.2817,0.016,0.0103,1.673,-0.1810,0.120,0.240
7,18.106,0.1007,0.214,0.0145,-0.586,-0.0906,0.120,0.400
7,17.520,0.0101,0.027,0.0019,3.520,-0.0800,0.160,0.120
7,21.040,-0.0700,0.126,0.0069,-1.842,-0.1617,0.120,0.280
7,19.198,-0.2317,0.065,0.0055,3.568,-0.0546,0.240,0.160
7,22.766,-0.2863,0.066,0.0006,2.039,-0.0179,0.120,0.120
7,24.805,-0.3042,0.079,0.0022,-2.462,-0.2405,0.280,0.200
7,22.343,-0.5447,0.198,0.0081,2.602,-0.0604,0.120,0.240
7,24.945,-0.6051,0.046,0.0036,-0.009,-0.0839,0.080,0.120
7,24.936,-0.6890,0.088,0.0124,0.238,-0.0868,0.080,0.200
7,25.173,-0.7759,0.000,-0.0000,-0.074,-0.1736,0.240,0.040
7,25.099,-0.9495,0.062,0.0034,-0.105,-0.0609,0.160,0.200
7,24.995,-1.0104,0.169,0.0063,0.004,0.2418,0.160,0.160
7,24.998,-0.7686,0.063,0.0093,-0.092,0.1077,0.080,0.240
7,24.907,-0.6609,0.040,0.0091,-0.695,0.2271,0.240,0.160
7,24.212,-0.4338,0.072,0.0075,-1.767,0.2335,0.200,0.160
7,22.445,-0.2003,0.062,0.0039,-0.056,0.0519,0.040,0.080
7,22.389,-0.1484,0.056,0.0090,-0.056,0.0250,0.040,0.160
7,22.333,-0.1235,0.000,-0.0000,-3.345,0.1605,0.160,0.040
7,18.989,0.0370,0.083,0.0112,5.289,0.0344,0.200,0.360
7,24.277,0.0714,0.030,0.0071,-1.251,0.1769,0.200,0.120
7,23.026,0.2483,0.000,-0.0000,-0.071,0.0253,0.040,0.040
7,22.955,0.2736,0.052,0.0043,-2.217,0.1742,0.200,0.200
7,20.738,0.4478,0.116,0.0116,-2.860,0.1827,0.160,0.320
7,17.878,0.6305,0.008,0.0078,-0.310,0.0425,0.040,0.080
7,17.568,0.6730,0.086,0.0042,-0.034,0.0368,0.040,0.120
7,17.535,0.7098,0.015,0.0021,1.679,0.1759,0.240,0.080
7,19.214,0.8857,0.224,0.0077,4.016,-0.0915,0.120,0.240
7,23.229,0.7942,0.000,-0.0000,0.392,0.0088,0.040,0.040
7,23.621,0.8030,0.032,0.0035,0.276,-0.0033,0.080,0.080
7,23.898,0.7996,0.040,0.0030,-2.100,-0.2578,0.160,0.200
7,21.798,0.5419,0.120,0.0056,0.355,-0.0064,0.080,0.120
7,22.153,0.5355,0.016,0.0006,1.689,0.0478,0.120,0.080
7,23.841,0.5833,0.021,0.0025,-1.767,-0.2296,0.200,0.120
7,22.075,0.3537,0.132,0.0044,-5.716,-0.1620,0.200,0.400
7,16.359,0.1918,0.000,0.0000,-0.392,-0.0528,0.040,0.040
7,15.967,0.1390,0.107,0.0124,3.232,-0.0735,0.120,0.160
7,19.199,0.0655,0.000,-0.0000,0.735,-0.0370,0.040,0.040
7,19.934,0.0285,0.146,0.0072,1.944,-0.0832,0.120,0.280
7,21.878,-0.0547,0.215,0.0069,-1.588,-0.1884,0.120,0.280
7,20.291,-0.2431,0.051,0.0141,1.006,-0.1017,0.160,0.200
7,21.296,-0.3448,0.115,0.0053,3.042,-0.0736,0.120,0.120
7,24.339,-0.4184,0.142,0.0035,0.367,-0.0456,0.080,0.200
7,24.706,-0.4640,0.013,0.0031,0.087,-0.0750,0.120,0.120
7,24.793,-0.5391,0.032,0.0048,0.128,-0.0716,0.080,0.080
7,24.921,-0.6107,0.000,-0.0000,0.297,-0.1084,0.120,0.040
7,25.218,-0.7191,0.070,0.0031,0.112,-0.1950,0.240,0.080
7,25.330,-0.9141,0.000,-0.0000,0.079,-0.1456,0.120,0.040
7,25.409,-1.0596,0.073,0.0052,0.121,0.0012,0.080,0.080
7,25.531,-1.0584,0.000,-0.0000,-0.319,-0.0171,0.040,0.040
7,25.212,-1.0754,0.000,-0.0000,0.345,-0.0612,0.040,0.040
7,25.557,-1.1366,0.000,-0.0000,0.004,-0.0428,0.040,0.040
7,25.561,-1.1795,0.002,0.0023,-0.004,-0.1317,0.120,0.080
7,25.557,-1.3112,0.067,0.0012,-0.310,-0.0889,0.080,0.160
7,25.247,-1.4001,0.000,-0.0000,0.157,-0.0263,0.040,0.040
7,25.404,-1.4264,0.168,0.0033,-0.684,0.2883,0.200,0.200
7,24.720,-1.1381,0.036,0.0020,0.316,0.0244,0.040,0.080
7,25.036,-1.1137,0.055,0.0046,0.350,0.0711,0.080,0.120
7,25.386,-1.0426,0.045,0.0098,-0.921,0.2024,0.160,0.240
7,24.466,-0.8402,0.113,0.0178,0.422,0.0263,0.120,0.320
7,24.888,-0.8139,0.000,-0.0000,-0.329,0.1904,0.160,0.040
7,24.559,-0.6235,0.092,0.0099,0.469,0.0111,0.080,0.360
7,25.028,-0.6124,0.007,0.0059,-0.214,0.1091,0.080,0.080
7,24.813,-0.5033,0.000,-0.0000,-8.401,0.2005,0.560,0.040
7,16.412,-0.3028,0.000,-0.0000,7.276,-0.0800,0.160,0.040
7,23.689,-0.3828,0.000,-0.0000,0.512,0.0520,0.080,0.040
7,24.201,-0.3308,0.103,0.0150,0.487,-0.1056,0.080,0.320
7,24.688,-0.4365,0.092,0.0044,0.131,-0.0837,0.120,0.200
7,24.820,-0.5202,0.059,0.0012,0.006,-0.1042,0.120,0.200
7,24.825,-0.6244,0.110,0.0034,-0.763,-0.2685,0.200,0.160
7,24.062,-0.8929,0.000,-0.0000,0.557,-0.2769,0.360,0.040
7,24.619,-1.1698,0.000,-0.0000,0.134,-0.0255,0.040,0.040
7,24.753,-1.1953,0.077,0.0048,0.755,0.0080,0.040,0.120
7,25.508,-1.1873,0.000,-0.0000,-0.071,-0.0622,0.080,0.040
7,25.437,-1.2496,0.000,0.0000,0.048,-0.1427,0.160,0.040
7,25.485,-1.3922,0.035,0.0102,0.035,-0.1043,0.160,0.120
7,25.520,-1.4965,0.175,0.0029,-0.016,0.2580,0.200,0.200
7,25.504,-1.2386,0.044,0.0042,-0.106,0.0931,0.120,0.280
7,25.398,-1.1455,0.039,0.0025,-2.974,0.2131,0.200,0.160
7,22.425,-0.9324,0.110,0.0180,2.802,0.0094,0.080,0.440
7,25.227,-0.9230,0.000,-0.0000,-0.071,0.0125,0.040,0.040
7,25.155,-0.9105,0.108,0.0017,-0.713,0.1594,0.160,0.080
7,24.442,-0.7511,0.000,-0.0000,0.328,0.0600,0.080,0.040
7,24.770,-0.6911,0.082,0.0088,-3.190,0.2094,0.200,0.400
7,21.580,-0.4817,0.000,-0.0000,0.096,0.0332,0.080,0.040
7,21.676,-0.4485,0.000,0.0000,-0.054,0.0324,0.080,0.040
7,21.622,-0.4161,0.000,-0.0000,-0.000,0.0298,0.040,0.040
7,21.621,-0.3863,0.063,0.0057,-0.080,0.0144,0.040,0.120
7,21.541,-0.3719,0.000,-0.0000,1.514,0.0014,0.080,0.040
7,23.055,-0.3705,0.079,0.0086,1.870,-0.1924,0.120,0.160
7,24.926,-0.5629,0.039,0.0010,0.003,-0.0728,0.080,0.120
7,24.929,-0.6357,0.159,0.0042,0.044,-0.0929,0.120,0.160
7,24.973,-0.7286,0.066,0.0025,0.169,-0.0463,0.040,0.160
7,25.142,-0.7749,0.038,0.0060,-0.012,-0.1078,0.160,0.080
7,25.130,-0.8827,0.025,0.0025,-0.018,-0.1446,0.120,0.120
7,25.112,-1.0273,0.026,0.0047,0.030,-0.1477,0.160,0.160
7,25.141,-1.1750,0.107,0.0029,0.173,0.1158,0.080,0.080
7,25.314,-1.0592,0.085,0.0055,-0.161,0.1953,0.160,0.080
7,25.153,-0.8638,0.035,0.0048,-0.100,0.1120,0.120,0.080
7,25.053,-0.7518,0.086,0.0054,-0.136,0.0115,0.040,0.120
7,24.917,-0.7404,0.031,0.0014,-2.740,0.1632,0.160,0.080
7,22.177,-0.5772,0.156,0.0071,2.521,0.0992,0.120,0.240
7,24.698,-0.4779,0.057,0.0059,-0.134,0.0267,0.040,0.080
7,24.563,-0.4512,0.029,0.0022,0.081,0.0163,0.040,0.120
7,24.644,-0.4349,0.011,0.0005,0.186,-0.0665,0.040,0.080
7,24.830,-0.5014,0.000,-0.0000,-0.108,-0.0649,0.080,0.040
7,24.722,-0.5663,0.178,0.0005,0.300,-0.0329,0.040,0.120
7,25.022,-0.5993,0.000,-0.0000,-0.774,-0.0052,0.040,0.040
7,24.248,-0.6044,0.258,0.0002,0.570,0.0513,0.080,0.120
7,24.817,-0.5531,0.073,0.0015,-0.457,0.1159,0.120,0.120
7,24.361,-0.4372,0.268,0.0005,0.436,-0.0300,0.120,0.120
7,24.797,-0.4673,0.144,0.0031,-0.099,-0.0306,0.080,0.200
7,24.698,-0.4978,0.000,-0.0000,-0.757,-0.3466,0.240,0.040
7,23.942,-0.8444,0.239,0.0037,1.116,0.0504,0.040,0.240
7,25.057,-0.7940,0.096,0.0015,-0.238,0.1171,0.120,0.120
7,24.820,-0.6769,0.193,0.0073,0.153,0.0977,0.120,0.160
7,24.972,-0.5792,0.086,0.0033,-0.532,0.1055,0.120,0.080
7,24.441,-0.4737,0.178,0.0107,-0.892,0.1549,0.200,0.320
7,23.548,-0.3188,0.000,0.0000,-0.054,0.0442,0.080,0.040
7,23.495,-0.2746,0.012,0.0032,-2.522,0.1782,0.160,0.080
7,20.973,-0.0964,0.000,-0.0000,-0.039,0.0584,0.080,0.040
7,20.934,-0.0380,0.101,0.0022,0.028,0.0331,0.040,0.080
7,20.962,-0.0049,0.064,0.0039,0.044,0.0195,0.040,0.120
7,21.006,0.0145,0.000,-0.0000,-0.084,0.0115,0.040,0.040
7,20.922,0.0260,0.040,0.0027,3.529,-0.2262,0.160,0.120
7,24.450,-0.2002,0.069,0.0010,0.014,-0.1188,0.200,0.160
7,24.465,-0.3189,0.018,0.0002,0.082,-0.0768,0.080,0.080
7,24.547,-0.3957,0.052,0.0013,0.038,-0.0875,0.080,0.160
7,24.585,-0.4832,0.008,0.0038,0.299,-0.0595,0.080,0.080
7,24.885,-0.5427,0.000,-0.0000,0.089,-0.0618,0.080,0.040
7,24.973,-0.6045,0.000,-0.0000,-0.061,-0.2471,0.240,0.040
7,24.912,-0.8516,0.007,0.0014,-0.376,0.1639,0.240,0.080
7,24.536,-0.6877,0.155,0.0033,-0.760,-0.0094,0.040,0.160
7,23.776,-0.6970,0.162,0.0009,0.672,-0.2013,0.160,0.160
7,24.448,-0.8984,0.000,-0.0000,0.398,-0.0080,0.040,0.040
7,24.846,-0.9063,0.078,0.0008,0.245,0.0406,0.040,0.080
7,25.090,-0.8658,0.183,0.0010,-0.012,0.0345,0.080,0.120
7,25.078,-0.8312,0.035,0.0039,0.241,-0.0425,0.080,0.160
7,25.319,-0.8737,0.124,0.0010,-0.108,-0.0706,0.080,0.120
7,25.211,-0.9443,0.094,0.0058,0.382,-0.1220,0.080,0.120
7,25.593,-1.0663,0.000,-0.0000,-0.443,-0.0156,0.040,0.040
7,25.150,-1.0819,0.000,-0.0000,0.512,-0.0826,0.120,0.040
7,25.663,-1.1645,0.000,-0.0000,-0.301,-0.3439,0.240,0.040
7,25.362,-1.5084,0.124,0.0039,0.168,-0.0978,0.080,0.120
7,25.530,-1.6062,0.080,0.0064,-0.128,-0.0361,0.040,0.120
7,25.403,-1.6423,0.095,0.0050,-0.288,0.2288,0.160,0.080
7,25.115,-1.4135,0.224,0.0018,-0.406,0.1310,0.120,0.520
7,24.709,-1.2824,0.049,0.0066,0.018,0.0075,0.080,0.120
7,24.727,-1.2749,0.000,-0.0000,0.141,0.0175,0.040,0.040
7,24.868,-1.2574,0.000,-0.0000,0.010,0.0270,0.040,0.040
7,24.878,-1.2304,0.027,0.0036,0.646,0.0157,0.080,0.080
7,25.524,-1.2147,0.048,0.0030,-3.831,0.1571,0.240,0.320
7,21.693,-1.0576,0.071,0.0063,1.314,0.2183,0.240,0.160
7,23.007,-0.8393,0.017,0.0060,2.415,-0.0220,0.080,0.120
7,25.422,-0.8613,0.000,-0.0000,-0.557,0.0157,0.040,0.040
7,24.865,-0.8456,0.126,0.0047,0.135,0.0547,0.080,0.080
7,25.001,-0.7909,0.151,0.0084,-0.079,0.0301,0.080,0.160
7,24.922,-0.7608,0.144,0.0033,0.087,-0.1044,0.120,0.200
7,25.009,-0.8653,0.080,0.0043,0.215,-0.1384,0.160,0.080
7,25.224,-1.0036,0.000,-0.0000,0.260,-0.0105,0.080,0.040
7,25.484,-1.0142,0.013,0.0069,-0.222,-0.0700,0.080,0.080
7,25.262,-1.0841,0.065,0.0027,-0.083,-0.3109,0.360,0.080
7,25.179,-1.3950,0.049,0.0058,0.267,-0.3248,0.360,0.080
7,25.446,-1.7198,0.000,-0.0000,0.091,-0.1296,0.120,0.040
7,25.537,-1.8494,0.000,-0.0000,-0.151,-0.0350,0.040,0.040
7,25.386,-1.8844,0.071,0.0064,0.091,-0.0132,0.080,0.120
7,25.478,-1.8976,0.042,0.0066,-0.348,0.2908,0.160,0.080
7,25.129,-1.6067,0.000,-0.0000,0.166,0.0091,0.040,0.040
7,25.296,-1.5976,0.076,0.0028,0.222,0.1186,0.160,0.120
7,25.518,-1.4790,0.034,0.0063,-1.155,0.2019,0.240,0.560
7,24.363,-1.2771,0.039,0.0062,1.015,0.0555,0.120,0.240
7,25.378,-1.2215,0.000,0.0000,-0.251,0.1560,0.200,0.040
7,25.126,-1.0655,0.025,0.0028,-0.046,0.0220,0.040,0.120
7,25.080,-1.0435,0.042,0.0001,0.351,-0.0154,0.040,0.080
7,25.431,-1.0589,0.057,0.0052,-0.136,0.1059,0.080,0.080
7,25.295,-0.9530,0.000,-0.0000,-0.435,0.2052,0.160,0.040
7,24.860,-0.7478,0.084,0.0052,0.050,0.1289,0.120,0.080
7,24.911,-0.6189,0.002,0.0033,-0.407,0.1467,0.160,0.120
7,24.504,-0.4723,0.055,0.0094,-0.088,0.0192,0.040,0.360
7,24.415,-0.4531,0.000,0.0000,-5.609,0.0869,0.240,0.040
7,18.807,-0.3662,0.024,0.0075,0.091,0.0258,0.040,0.080
7,18.898,-0.3404,0.013,0.0083,3.623,0.1779,0.240,0.080
7,22.521,-0.1624,0.186,0.0046,0.572,0.0206,0.040,0.240
7,23.093,-0.1418,0.102,0.0035,0.103,-0.3081,0.200,0.320
7,23.195,-0.4499,0.000,-0.0000,0.470,-0.0140,0.040,0.040
7,23.665,-0.4639,0.090,0.0034,-2.900,-0.1531,0.160,0.240
7,20.766,-0.6170,0.022,0.0021,-0.130,-0.0272,0.040,0.080
7,20.635,-0.6442,0.051,0.0066,1.595,-0.1685,0.200,0.160
7,22.230,-0.8128,0.060,0.0077,0.364,-0.0323,0.040,0.120
7,22.594,-0.8451,0.069,0.0072,2.703,-0.0517,0.200,0.120
7,25.297,-0.8968,0.031,0.0036,-0.195,-0.1242,0.120,0.160
7,25.102,-1.0210,0.059,0.0093,-0.370,-0.1602,0.160,0.240
7,24.732,-1.1812,0.031,0.0061,0.171,-0.0277,0.080,0.080
7,24.903,-1.2089,0.132,0.0046,0.264,-0.0471,0.120,0.080
7,25.167,-1.2560,0.000,0.0000,0.045,-0.1293,0.160,0.040
7,25.212,-1.3853,0.000,-0.0000,0.251,-0.2260,0.280,0.040
7,25.462,-1.6113,0.000,-0.0000,-0.123,-0.0297,0.040,0.040
7,25.340,-1.6410,0.046,0.0034,0.366,0.0810,0.080,0.080
7,25.705,-1.5601,0.157,0.0073,-0.096,0.0708,0.080,0.160
7,25.609,-1.4893,0.000,-0.0000,-0.058,0.1695,0.200,0.040
7,25.551,-1.3198,0.025,0.0019,-0.289,0.1548,0.120,0.160
7,25.262,-1.1650,0.044,0.0078,-0.444,0.1763,0.200,0.200
7,24.818,-0.9887,0.025,0.0059,-0.183,0.0200,0.040,0.160
7,24.635,-0.9687,0.000,-0.0000,-0.724,0.1342,0.160,0.040
7,23.911,-0.8344,0.075,0.0025,-0.078,0.0263,0.040,0.080
7,23.833,-0.8082,0.125,0.0046,1.324,-0.0191,0.080,0.160
7,25.157,-0.8273,0.000,-0.0000,-0.425,0.3571,0.320,0.040
7,24.732,-0.4702,0.024,0.0028,0.331,-0.3015,0.240,0.080
7,25.063,-0.7717,0.108,0.0023,0.001,-0.1352,0.160,0.080
7,25.064,-0.9068,0.063,0.0022,0.164,-0.0595,0.080,0.080
7,25.228,-0.9664,0.000,-0.0000,0.025,-0.0125,0.040,0.040
7,25.253,-0.9788,0.074,0.0027,-1.092,-0.3026,0.320,0.120
7,24.161,-1.2814,0.073,0.0108,-0.154,-0.1416,0.160,0.200
7,24.007,-1.4229,0.081,0.0056,-0.007,-0.0321,0.040,0.080
7,24.000,-1.4551,0.152,0.0055,-0.258,-0.1949,0.160,0.200
7,23.742,-1.6499,0.000,0.0000,0.047,-0.0376,0.040,0.040
7,23.789,-1.6875,0.045,0.0075,0.170,-0.0323,0.040,0.120
7,23.959,-1.7198,0.010,0.0041,0.049,-0.0266,0.040,0.120
7,24.008,-1.7463,0.000,0.0000,1.658,-0.0085,0.120,0.040
7,25.666,-1.7548,0.032,0.0049,-5.136,-0.2147,0.240,0.160
7,20.530,-1.9695,0.054,0.0037,-0.278,-0.0396,0.040,0.080
7,20.252,-2.0091,0.050,0.0052,3.734,-0.1145,0.240,0.120
7,23.986,-2.1236,0.000,0.0000,0.500,-0.0101,0.040,0.040
7,24.486,-2.1337,0.063,0.0037,0.594,-0.0084,0.040,0.120
7,25.080,-2.1420,0.117,0.0061,0.400,0.1944,0.160,0.320
7,25.481,-1.9477,0.061,0.0061,-2.569,0.1400,0.160,0.200
7,22.912,-1.8076,0.068,0.0071,0.903,0.1496,0.200,0.200
7,23.815,-1.6581,0.030,0.0037,0.251,0.0232,0.040,0.080
7,24.066,-1.6348,0.029,0.0056,1.445,0.0733,0.120,0.160
7,25.511,-1.5615,0.000,0.0000,0.023,0.0215,0.040,0.040
7,25.534,-1.5400,0.001,0.0003,-0.617,0.1797,0.240,0.080
7,24.917,-1.3603,0.099,0.0082,0.474,0.0816,0.120,0.240
7,25.390,-1.2787,0.000,-0.0000,-0.121,0.1632,0.200,0.040
7,25.269,-1.1155,0.000,-0.0000,-0.124,0.0139,0.040,0.040
7,25.146,-1.1016,0.000,0.0000,-0.167,0.1340,0.120,0.040
7,24.979,-0.9676,0.000,-0.0000,-0.015,0.0499,0.040,0.040
7,24.964,-0.9178,0.048,0.0102,0.057,-0.0823,0.120,0.560
7,25.021,-1.0001,0.000,-0.0000,0.336,0.0233,0.040,0.040
7,25.356,-0.9768,0.000,-0.0000,-0.220,0.0141,0.040,0.040
7,25.136,-0.9628,0.135,0.0022,0.049,0.1004,0.120,0.200
7,25.185,-0.8624,0.020,0.0055,-0.173,0.1276,0.120,0.080
7,25.012,-0.7348,0.000,-0.0000,-0.179,0.0226,0.040,0.040
7,24.833,-0.7122,0.010,0.0052,-0.254,0.1691,0.200,0.080
7,24.579,-0.5431,0.068,0.0136,0.424,-0.0699,0.080,0.360
7,25.004,-0.6130,0.000,0.0000,-2.741,-0.3346,0.200,0.040
7,22.263,-0.9476,0.000,-0.0000,1.083,-0.0205,0.120,0.040
7,23.346,-0.9681,0.222,0.0012,1.972,0.0717,0.080,0.120
7,25.318,-0.8964,0.112,0.0058,-1.100,0.2278,0.240,0.320
7,24.218,-0.6686,0.154,0.0050,-3.289,0.3077,0.280,0.120
7,20.929,-0.3609,0.068,0.0212,3.810,-0.0144,0.200,0.280
7,24.739,-0.3754,0.071,0.0023,-0.122,-0.0658,0.040,0.240
7,24.617,-0.4412,0.154,0.0021,0.237,-0.1329,0.120,0.120
7,24.854,-0.5741,0.048,0.0025,-0.027,-0.0101,0.040,0.080
7,24.826,-0.5842,0.000,0.0000,0.188,-0.0682,0.120,0.040
7,25.015,-0.6524,0.045,0.0029,0.162,-0.0930,0.120,0.080
7,25.177,-0.7454,0.000,-0.0000,0.049,-0.2670,0.240,0.040
7,25.226,-1.0124,0.000,0.0000,0.147,-0.1460,0.120,0.040
7,25.373,-1.1585,0.021,0.0024,0.030,-0.3107,0.320,0.080
7,25.403,-1.4691,0.068,0.0108,-0.016,0.1724,0.120,0.280
7,25.388,-1.2967,0.211,0.0043,-0.591,0.2065,0.200,0.320
7,24.796,-1.0903,0.055,0.0024,0.207,0.0153,0.040,0.120
7,25.003,-1.0750,0.006,0.0025,0.316,0.0471,0.120,0.120
7,25.319,-1.0279,0.116,0.0039,-0.378,0.2647,0.240,0.120
7,24.942,-0.7631,0.000,-0.0000,-0.524,0.4821,0.320,0.040
7,24.418,-0.2810,0.158,0.0025,-0.356,-0.2042,0.160,0.120
7,24.061,-0.4852,0.150,0.0004,0.473,0.0701,0.120,0.080
7,24.535,-0.4151,0.108,0.0038,0.345,-0.1869,0.120,0.160
7,24.880,-0.6019,0.106,0.0036,-0.068,-0.0774,0.080,0.160
7,24.813,-0.6793,0.021,0.0040,0.421,-0.4318,0.360,0.160
7,25.233,-1.1111,0.000,-0.0000,-0.071,-0.2280,0.160,0.040
7,25.163,-1.3391,0.000,-0.0000,0.105,-0.0330,0.040,0.040
7,25.268,-1.3721,0.103,0.0037,-0.138,0.0333,0.160,0.120
7,25.130,-1.3387,0.128,0.0019,0.252,0.2392,0.160,0.080
7,25.382,-1.0996,0.039,0.0026,-1.934,0.1716,0.160,0.280
7,23.448,-0.9280,0.064,0.0088,0.121,0.0258,0.040,0.200
7,23.569,-0.9021,0.086,0.0040,1.720,-0.0269,0.080,0.200
7,25.289,-0.9291,0.067,0.0052,-0.051,0.0892,0.200,0.080
7,25.238,-0.8399,0.105,0.0044,-0.151,0.0467,0.040,0.240
7,25.087,-0.7932,0.000,-0.0000,-0.460,0.2837,0.160,0.040
7,24.627,-0.5095,0.000,-0.0000,0.029,0.0238,0.040,0.040
7,24.656,-0.4858,0.001,0.0057,0.006,0.0229,0.040,0.080
